,source,target,Unnamed: 0,value,type,source layer,target layer,normalized value,unique,fan_in,fan_out,fan_tot,nodes_in_SG,log(Nodes in SG),weighted_val_log
21,1433E,Activation of BH3-only proteins,4106.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
22,1433E,Anchoring of the basal body to the plasma membrane,4134.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
23,1433E,"Cell death signalling via NRAGE, NRIF and NADE",4108.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
24,1433E,G2/M DNA damage checkpoint,4122.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
25,1433E,G2/M Transition,4118.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
26,1433E,HSF1 activation,4116.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
27,1433E,Mitotic Prometaphase,4120.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
28,1433E,Neurodegenerative Diseases,4124.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
29,1433E,RAB GEFs exchange GTP for GDP on RABs,4126.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
30,1433E,RHO GTPase Effectors,4110.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
31,1433E,Regulation of HSF1-mediated heat shock response,4114.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
32,1433E,SARS-CoV-2 Infection,4128.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
33,1433E,Signaling by Hippo,4130.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
34,1433E,Transcriptional Regulation by TP53,4112.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
35,1433E,Translocation of SLC2A4 (GLUT4) to the plasma membrane,4132.5,0.0086068667833063,0.5,0.0,1.0,0.0047138726371853505,True,0,15,15,47,5.554588851677638,0.0013131055170765417
36,1433F,Activation of BH3-only proteins,4532.5,0.0051724622995227,0.5,0.0,1.0,0.0028328925164596,True,0,6,6,25,4.643856189774724,0.0009164766297365844
37,1433F,G2/M DNA damage checkpoint,4538.5,0.0051724622995227,0.5,0.0,1.0,0.0028328925164596,True,0,6,6,25,4.643856189774724,0.0009164766297365844
38,1433F,RHO GTPase Effectors,4534.5,0.0051724622995227,0.5,0.0,1.0,0.0028328925164596,True,0,6,6,25,4.643856189774724,0.0009164766297365844
39,1433F,SARS-CoV-2 Infection,4540.5,0.0051724622995227,0.5,0.0,1.0,0.0028328925164596,True,0,6,6,25,4.643856189774724,0.0009164766297365844
40,1433F,Transcriptional Regulation by TP53,4536.5,0.0051724622995227,0.5,0.0,1.0,0.0028328925164596,True,0,6,6,25,4.643856189774724,0.0009164766297365844
41,1433F,Translocation of SLC2A4 (GLUT4) to the plasma membrane,4542.5,0.0051724622995227,0.5,0.0,1.0,0.0028328925164596,True,0,6,6,25,4.643856189774724,0.0009164766297365844
42,1433G,Activation of BH3-only proteins,4086.5,0.010821769167645299,0.5,0.0,1.0,0.005926946803015649,True,0,10,10,34,5.087462841250339,0.0017777142053852033
43,1433G,Anchoring of the basal body to the plasma membrane,4104.5,0.010821769167645299,0.5,0.0,1.0,0.005926946803015649,True,0,10,10,34,5.087462841250339,0.0017777142053852033
44,1433G,FOXO-mediated transcription,4092.5,0.010821769167645299,0.5,0.0,1.0,0.005926946803015649,True,0,10,10,34,5.087462841250339,0.0017777142053852033
45,1433G,G2/M DNA damage checkpoint,4098.5,0.010821769167645299,0.5,0.0,1.0,0.005926946803015649,True,0,10,10,34,5.087462841250339,0.0017777142053852033
46,1433G,G2/M Transition,4094.5,0.010821769167645299,0.5,0.0,1.0,0.005926946803015649,True,0,10,10,34,5.087462841250339,0.0017777142053852033
47,1433G,Mitotic Prometaphase,4096.5,0.010821769167645299,0.5,0.0,1.0,0.005926946803015649,True,0,10,10,34,5.087462841250339,0.0017777142053852033
48,1433G,RHO GTPase Effectors,4088.5,0.010821769167645299,0.5,0.0,1.0,0.005926946803015649,True,0,10,10,34,5.087462841250339,0.0017777142053852033
49,1433G,SARS-CoV-2 Infection,4100.5,0.010821769167645299,0.5,0.0,1.0,0.005926946803015649,True,0,10,10,34,5.087462841250339,0.0017777142053852033
50,1433G,Transcriptional Regulation by TP53,4090.5,0.010821769167645299,0.5,0.0,1.0,0.005926946803015649,True,0,10,10,34,5.087462841250339,0.0017777142053852033
51,1433G,Translocation of SLC2A4 (GLUT4) to the plasma membrane,4102.5,0.010821769167645299,0.5,0.0,1.0,0.005926946803015649,True,0,10,10,34,5.087462841250339,0.0017777142053852033
52,1433T,Activation of BH3-only proteins,3192.5,0.0049779659393006,0.5,0.0,1.0,0.0027263693073097,True,0,7,7,26,4.700439718141092,0.0008732599914106117
53,1433T,FOXO-mediated transcription,3198.5,0.0049779659393006,0.5,0.0,1.0,0.0027263693073097,True,0,7,7,26,4.700439718141092,0.0008732599914106117
54,1433T,G2/M DNA damage checkpoint,3200.5,0.0049779659393006,0.5,0.0,1.0,0.0027263693073097,True,0,7,7,26,4.700439718141092,0.0008732599914106117
55,1433T,RHO GTPase Effectors,3194.5,0.0049779659393006,0.5,0.0,1.0,0.0027263693073097,True,0,7,7,26,4.700439718141092,0.0008732599914106117
56,1433T,SARS-CoV-2 Infection,3202.5,0.0049779659393006,0.5,0.0,1.0,0.0027263693073097,True,0,7,7,26,4.700439718141092,0.0008732599914106117
57,1433T,Transcriptional Regulation by TP53,3196.5,0.0049779659393006,0.5,0.0,1.0,0.0027263693073097,True,0,7,7,26,4.700439718141092,0.0008732599914106117
58,1433T,Translocation of SLC2A4 (GLUT4) to the plasma membrane,3204.5,0.0049779659393006,0.5,0.0,1.0,0.0027263693073097,True,0,7,7,26,4.700439718141092,0.0008732599914106117
59,1433Z,Activation of BH3-only proteins,4266.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
60,1433Z,Deactivation of the beta-catenin transactivating complex,4270.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
61,1433Z,FOXO-mediated transcription,4274.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
62,1433Z,G2/M DNA damage checkpoint,4278.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
63,1433Z,GP1b-IX-V activation signalling,4292.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
64,1433Z,"Interleukin-3, Interleukin-5 and GM-CSF signaling",4276.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
65,1433Z,KSRP (KHSRP) binds and destabilizes mRNA,4290.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
66,1433Z,NOTCH4 Activation and Transmission of Signal to the Nucleus,4280.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
67,1433Z,Negative regulation of NOTCH4 signaling,4282.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
68,1433Z,RHO GTPase Effectors,4268.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
69,1433Z,Rap1 signalling,4286.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
70,1433Z,SARS-CoV-2 Infection,4284.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
71,1433Z,Transcriptional Regulation by TP53,4272.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
72,1433Z,Translocation of SLC2A4 (GLUT4) to the plasma membrane,4288.5,0.0034212978922820002,0.5,0.0,1.0,0.00187380180548035,True,0,14,14,45,5.491853096329675,0.0005270140654008812
73,4F2,Amino acid transport across the plasma membrane,2312.5,0.0038054514880797,0.5,0.0,1.0,0.00208419789610175,True,0,4,4,16,4.0,0.00076109029761594
74,4F2,Basigin interactions,2316.5,0.0038054514880797,0.5,0.0,1.0,0.00208419789610175,True,0,4,4,16,4.0,0.00076109029761594
75,4F2,Defective SLC7A7 causes lysinuric protein intolerance (LPI),2314.5,0.0038054514880797,0.5,0.0,1.0,0.00208419789610175,True,0,4,4,16,4.0,0.00076109029761594
76,4F2,Tryptophan catabolism,2318.5,0.0038054514880797,0.5,0.0,1.0,0.00208419789610175,True,0,4,4,16,4.0,0.00076109029761594
77,A1AG1,Neutrophil degranulation,1336.5,0.0023734829038278,0.5,0.0,1.0,0.00129992672093885,True,0,2,2,9,3.169925001442312,0.0005691907895242358
78,A1AG1,Platelet degranulation ,1334.5,0.0023734829038278,0.5,0.0,1.0,0.00129992672093885,True,0,2,2,9,3.169925001442312,0.0005691907895242358
79,A1AG2,Neutrophil degranulation,2878.5,0.0055065989947648,0.5,0.0,1.0,0.00301589498000835,True,0,2,2,9,3.169925001442312,0.0013205510873361397
80,A1AG2,Platelet degranulation ,2876.5,0.0055065989947648,0.5,0.0,1.0,0.00301589498000835,True,0,2,2,9,3.169925001442312,0.0013205510873361397
81,A1AT,COPII-mediated vesicle transport,260.5,0.005116449412906799,0.5,0.0,1.0,0.0028022149632690504,True,0,6,6,18,4.169925001442312,0.0009896564092282587
82,A1AT,Cargo concentration in the ER,262.5,0.005116449412906799,0.5,0.0,1.0,0.0028022149632690504,True,0,6,6,18,4.169925001442312,0.0009896564092282587
83,A1AT,Neutrophil degranulation,266.5,0.005116449412906799,0.5,0.0,1.0,0.0028022149632690504,True,0,6,6,18,4.169925001442312,0.0009896564092282587
84,A1AT,Platelet degranulation ,264.5,0.005116449412906799,0.5,0.0,1.0,0.0028022149632690504,True,0,6,6,18,4.169925001442312,0.0009896564092282587
85,A1AT,Post-translational protein phosphorylation,270.5,0.005116449412906799,0.5,0.0,1.0,0.0028022149632690504,True,0,6,6,18,4.169925001442312,0.0009896564092282587
86,A1AT,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),268.5,0.005116449412906799,0.5,0.0,1.0,0.0028022149632690504,True,0,6,6,18,4.169925001442312,0.0009896564092282587
87,A1BG,Neutrophil degranulation,1564.5,0.007801443415438,0.5,0.0,1.0,0.00427275239322985,True,0,2,2,9,3.169925001442312,0.0018708833882478946
88,A1BG,Platelet degranulation ,1562.5,0.007801443415438,0.5,0.0,1.0,0.00427275239322985,True,0,2,2,9,3.169925001442312,0.0018708833882478946
89,A2AP,Dissolution of Fibrin Clot,2422.5,0.0004141555595871,0.5,0.0,1.0,0.00022682778867475,True,0,2,2,7,2.807354922057604,0.00010877776515862052
90,A2AP,Platelet degranulation ,2420.5,0.0004141555595871,0.5,0.0,1.0,0.00022682778867475,True,0,2,2,7,2.807354922057604,0.00010877776515862052
91,A2GL,Neutrophil degranulation,1278.5,0.0014570354039073002,0.5,0.0,1.0,0.00079799995687285,True,0,1,1,5,2.321928094887362,0.00043861136132048166
92,A2MG,HDL assembly,288.5,0.0109732076100764,0.5,0.0,1.0,0.0060098877323882995,True,0,3,3,12,3.584962500721156,0.00239330367660596
93,A2MG,Intrinsic Pathway of Fibrin Clot Formation,290.5,0.0109732076100764,0.5,0.0,1.0,0.0060098877323882995,True,0,3,3,12,3.584962500721156,0.00239330367660596
94,A2MG,Platelet degranulation ,286.5,0.0109732076100764,0.5,0.0,1.0,0.0060098877323882995,True,0,3,3,12,3.584962500721156,0.00239330367660596
95,AACT,Neutrophil degranulation,274.5,0.0037265003157711998,0.5,0.0,1.0,0.00204095733246945,True,0,2,2,9,3.169925001442312,0.0008936612323920121
96,AACT,Platelet degranulation ,272.5,0.0037265003157711998,0.5,0.0,1.0,0.00204095733246945,True,0,2,2,9,3.169925001442312,0.0008936612323920121
97,AATC,Aspartate and asparagine metabolism,2822.5,0.0027993239371813,0.5,0.0,1.0,0.0015331544965574,True,0,3,3,10,3.321928094887362,0.0006477025706403512
98,AATC,Gluconeogenesis,2820.5,0.0027993239371813,0.5,0.0,1.0,0.0015331544965574,True,0,3,3,10,3.321928094887362,0.0006477025706403512
99,AATC,Methionine salvage pathway,2818.5,0.0027993239371813,0.5,0.0,1.0,0.0015331544965574,True,0,3,3,10,3.321928094887362,0.0006477025706403512
100,ABC transporter disorders,Disorders of transmembrane transporters,6422.5,0.00030133804793201546,0.5,2.0,3.0,0.0056814736845193,True,2,1,3,16,4.0,6.0267609586403095e-05
101,ABC transporters in lipid homeostasis,ABC transporters in lipid homeostasis,5912.5,0.0042069020690242,0.5,1.0,2.0,0.05264023795984515,False,2,2,4,5,2.321928094887362,0.0012664037115971485
102,ABC transporters in lipid homeostasis,ABC-family proteins mediated transport,6602.5,0.0032734612257622002,0.5,2.0,3.0,0.06171833905174505,True,2,2,4,5,2.321928094887362,0.0009854100185974057
103,ABC-family proteins mediated transport,Transport of small molecules,6732.5,0.0018049094437355999,0.5,3.0,4.0,0.061843530859182955,True,1,1,2,5,2.321928094887362,0.0005433318820216063
104,ACTA,NOTCH4 Intracellular Domain Regulates Transcription,4136.5,0.0082882082188145,0.5,0.0,1.0,0.00453934735108745,True,0,2,2,8,3.0,0.002072052054703625
105,ACTA,Smooth Muscle Contraction,4138.5,0.0082882082188145,0.5,0.0,1.0,0.00453934735108745,True,0,2,2,8,3.0,0.002072052054703625
106,ACTB,Adherens junctions interactions,3926.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
107,ACTB,B-WICH complex positively regulates rRNA expression,3928.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
108,ACTB,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,3924.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
109,ACTB,DNA Damage Recognition in GG-NER,3934.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
110,ACTB,EPH-Ephrin signaling,3920.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
111,ACTB,Gap junction trafficking,3910.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
112,ACTB,HATs acetylate histones,3952.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
113,ACTB,L1CAM interactions,3922.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
114,ACTB,Paradoxical activation of RAF signaling by kinase inactive BRAF,3944.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
115,ACTB,Parasite infection,3948.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
116,ACTB,RAF/MAP kinase cascade,3930.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
117,ACTB,RHO GTPase Effectors,3914.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
118,ACTB,RHO GTPase cycle,3916.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
119,ACTB,Regulation of actin dynamics for phagocytic cup formation,3918.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
120,ACTB,Sensory processing of sound by inner hair cells of the cochlea,3954.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
121,ACTB,Sensory processing of sound by outer hair cells of the cochlea,3956.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
122,ACTB,Signaling by BRAF and RAF1 fusions,3942.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
123,ACTB,Signaling by RAF1 mutants,3946.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
124,ACTB,Signaling by RAS mutants,3936.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
125,ACTB,Signaling by high-kinase activity BRAF mutants,3940.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
126,ACTB,Signaling by moderate kinase activity BRAF mutants,3938.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
127,ACTB,Translocation of SLC2A4 (GLUT4) to the plasma membrane,3950.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
128,ACTB,UCH proteinases,3932.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
129,ACTB,VEGFA-VEGFR2 Pathway,3912.5,0.0481663808605488,0.5,0.0,1.0,0.0263801207207214,True,0,24,24,65,6.022367813028454,0.006858994308328126
130,ACTN1,Nephrin family interactions,2636.5,0.0061296420266406006,0.5,0.0,1.0,0.0033571278088288,True,0,5,5,18,4.169925001442312,0.0011856346126743705
131,ACTN1,Platelet degranulation ,2634.5,0.0061296420266406006,0.5,0.0,1.0,0.0033571278088288,True,0,5,5,18,4.169925001442312,0.0011856346126743705
132,ACTN1,RHO GTPase cycle,2630.5,0.0061296420266406006,0.5,0.0,1.0,0.0033571278088288,True,0,5,5,18,4.169925001442312,0.0011856346126743705
133,ACTN1,Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,2632.5,0.0061296420266406006,0.5,0.0,1.0,0.0033571278088288,True,0,5,5,18,4.169925001442312,0.0011856346126743705
134,ACTN1,Syndecan interactions,2638.5,0.0061296420266406006,0.5,0.0,1.0,0.0033571278088288,True,0,5,5,18,4.169925001442312,0.0011856346126743705
135,ACTN4,Nephrin family interactions,72.5,0.0015361491240753,0.5,0.0,1.0,0.0008413295459225,True,0,2,2,8,3.0,0.000384037281018825
136,ACTN4,Platelet degranulation ,70.5,0.0015361491240753,0.5,0.0,1.0,0.0008413295459225,True,0,2,2,8,3.0,0.000384037281018825
137,ACY1,Aflatoxin activation and detoxification,4520.5,0.0006034456578647,0.5,0.0,1.0,0.00033049959366795,True,0,3,3,11,3.4594316186372973,0.00013531896202707096
138,ACY1,Defective ACY1 causes encephalopathy,4518.5,0.0006034456578647,0.5,0.0,1.0,0.00033049959366795,True,0,3,3,11,3.4594316186372973,0.00013531896202707096
139,ACY1,Paracetamol ADME,4522.5,0.0006034456578647,0.5,0.0,1.0,0.00033049959366795,True,0,3,3,11,3.4594316186372973,0.00013531896202707096
140,ADH1A,Abacavir metabolism,2094.5,0.023454085746449,0.5,0.0,1.0,0.0128455076410411,True,0,3,3,13,3.700439718141092,0.00498976418225921
141,ADH1A,Ethanol oxidation,2090.5,0.023454085746449,0.5,0.0,1.0,0.0128455076410411,True,0,3,3,13,3.700439718141092,0.00498976418225921
142,ADH1A,RA biosynthesis pathway,2092.5,0.023454085746449,0.5,0.0,1.0,0.0128455076410411,True,0,3,3,13,3.700439718141092,0.00498976418225921
143,ADH1B,Ethanol oxidation,112.5,0.00020158609200027604,0.5,0.0,1.0,0.00011040616603481478,True,0,1,1,6,2.584962500721156,5.6231018304856665e-05
144,ADIPO,AMPK inhibits chREBP transcriptional activation activity,4752.5,0.0014008704559810002,0.5,0.0,1.0,0.00076723912161605,True,0,2,2,7,2.807354922057604,0.000367937973910751
145,ADIPO,Transcriptional regulation of white adipocyte differentiation,4750.5,0.0014008704559810002,0.5,0.0,1.0,0.00076723912161605,True,0,2,2,7,2.807354922057604,0.000367937973910751
146,AK1C1,Bile acid and bile salt metabolism,4528.5,0.0021543719074192,0.5,0.0,1.0,0.0011799223852751,True,0,2,2,11,3.4594316186372973,0.00048310459530659383
147,AK1C1,Retinoid metabolism and transport,4530.5,0.0021543719074192,0.5,0.0,1.0,0.0011799223852751,True,0,2,2,11,3.4594316186372973,0.00048310459530659383
148,AL1A1,Ethanol oxidation,116.5,0.0035044206295996,0.5,0.0,1.0,0.00191932708277745,True,0,3,3,13,3.700439718141092,0.0007455516589383071
149,AL1A1,Fructose catabolism,120.5,0.0035044206295996,0.5,0.0,1.0,0.00191932708277745,True,0,3,3,13,3.700439718141092,0.0007455516589383071
150,AL1A1,RA biosynthesis pathway,118.5,0.0035044206295996,0.5,0.0,1.0,0.00191932708277745,True,0,3,3,13,3.700439718141092,0.0007455516589383071
151,ALAT1,Alanine metabolism,2972.5,0.0012676362536237,0.5,0.0,1.0,0.0006942684254682,True,0,1,1,5,2.321928094887362,0.00038159653593184783
152,ALBU,Aspirin ADME,1374.5,0.007520769170743,0.5,0.0,1.0,0.0041190306411288,True,0,10,10,30,4.906890595608519,0.0012732196489866124
153,ALBU,Bile acid and bile salt metabolism,1356.5,0.007520769170743,0.5,0.0,1.0,0.0041190306411288,True,0,10,10,30,4.906890595608519,0.0012732196489866124
154,ALBU,Cytoprotection by HMOX1,1362.5,0.007520769170743,0.5,0.0,1.0,0.0041190306411288,True,0,10,10,30,4.906890595608519,0.0012732196489866124
155,ALBU,HDL remodeling,1360.5,0.007520769170743,0.5,0.0,1.0,0.0041190306411288,True,0,10,10,30,4.906890595608519,0.0012732196489866124
156,ALBU,Heme biosynthesis,1364.5,0.007520769170743,0.5,0.0,1.0,0.0041190306411288,True,0,10,10,30,4.906890595608519,0.0012732196489866124
157,ALBU,Heme degradation,1366.5,0.007520769170743,0.5,0.0,1.0,0.0041190306411288,True,0,10,10,30,4.906890595608519,0.0012732196489866124
158,ALBU,Platelet degranulation ,1358.5,0.007520769170743,0.5,0.0,1.0,0.0041190306411288,True,0,10,10,30,4.906890595608519,0.0012732196489866124
159,ALBU,Post-translational protein phosphorylation,1372.5,0.007520769170743,0.5,0.0,1.0,0.0041190306411288,True,0,10,10,30,4.906890595608519,0.0012732196489866124
160,ALBU,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),1370.5,0.007520769170743,0.5,0.0,1.0,0.0041190306411288,True,0,10,10,30,4.906890595608519,0.0012732196489866124
161,ALBU,Scavenging of heme from plasma,1368.5,0.007520769170743,0.5,0.0,1.0,0.0041190306411288,True,0,10,10,30,4.906890595608519,0.0012732196489866124
